"Time Stamp,""Time Zone"",""Name"",""PTID"",""Load"""
"01/01/2004 06:10:17,""EST"",""CAPITL"",61757,904"
"01/01/2004 06:10:17,""EST"",""CENTRL"",61754,1498"
"01/01/2004 06:10:17,""EST"",""DUNWOD"",61760,518"
"01/01/2004 06:10:17,""EST"",""GENESE"",61753,839"
"01/01/2004 06:10:17,""EST"",""HUD VL"",61758,940"
"01/01/2004 06:10:17,""EST"",""MHK VL"",61756,548"
"01/01/2004 06:10:17,""EST"",""MILLWD"",61759,191"
"01/01/2004 06:10:17,""EST"",""N.Y.C._LONGIL"",,6050"
"01/01/2004 06:10:17,""EST"",""NORTH"",61755,629"
"01/01/2004 06:10:17,""EST"",""WEST"",61752,1416"
"01/01/2004 06:11:47,""EST"",""CAPITL"",61757,897"
"01/01/2004 06:11:47,""EST"",""CENTRL"",61754,1505"
"01/01/2004 06:11:47,""EST"",""DUNWOD"",61760,518"
"01/01/2004 06:11:47,""EST"",""GENESE"",61753,833"
"01/01/2004 06:11:47,""EST"",""HUD VL"",61758,933"
"01/01/2004 06:11:47,""EST"",""MHK VL"",61756,561"
"01/01/2004 06:11:47,""EST"",""MILLWD"",61759,190"
"01/01/2004 06:11:47,""EST"",""N.Y.C._LONGIL"",,6065"
"01/01/2004 06:11:47,""EST"",""NORTH"",61755,630"
"01/01/2004 06:11:47,""EST"",""WEST"",61752,1438"
"01/01/2004 06:16:47,""EST"",""CAPITL"",61757,906"
"01/01/2004 06:16:47,""EST"",""CENTRL"",61754,1492"
"01/01/2004 06:16:47,""EST"",""DUNWOD"",61760,523"
"01/01/2004 06:16:47,""EST"",""GENESE"",61753,846"
"01/01/2004 06:16:47,""EST"",""HUD VL"",61758,938"
"01/01/2004 06:16:47,""EST"",""MHK VL"",61756,564"
"01/01/2004 06:16:47,""EST"",""MILLWD"",61759,189"
"01/01/2004 06:16:47,""EST"",""N.Y.C._LONGIL"",,6056"
"01/01/2004 06:16:47,""EST"",""NORTH"",61755,623"
"01/01/2004 06:16:47,""EST"",""WEST"",61752,1444"
"01/01/2004 06:21:47,""EST"",""CAPITL"",61757,907"
"01/01/2004 06:21:47,""EST"",""CENTRL"",61754,1501"
"01/01/2004 06:21:47,""EST"",""DUNWOD"",61760,529"
"01/01/2004 06:21:47,""EST"",""GENESE"",61753,845"
"01/01/2004 06:21:47,""EST"",""HUD VL"",61758,952"
"01/01/2004 06:21:47,""EST"",""MHK VL"",61756,563"
"01/01/2004 06:21:47,""EST"",""MILLWD"",61759,188"
"01/01/2004 06:21:47,""EST"",""N.Y.C._LONGIL"",,6036"
"01/01/2004 06:21:47,""EST"",""NORTH"",61755,628"
"01/01/2004 06:21:47,""EST"",""WEST"",61752,1411"
"01/01/2004 06:26:47,""EST"",""CAPITL"",61757,900"
"01/01/2004 06:26:47,""EST"",""CENTRL"",61754,1485"
"01/01/2004 06:26:47,""EST"",""DUNWOD"",61760,519"
"01/01/2004 06:26:47,""EST"",""GENESE"",61753,851"
"01/01/2004 06:26:47,""EST"",""HUD VL"",61758,936"
"01/01/2004 06:26:47,""EST"",""MHK VL"",61756,572"
"01/01/2004 06:26:47,""EST"",""MILLWD"",61759,190"
"01/01/2004 06:26:47,""EST"",""N.Y.C._LONGIL"",,6053"
"01/01/2004 06:26:47,""EST"",""NORTH"",61755,632"
"01/01/2004 06:26:47,""EST"",""WEST"",61752,1422"
"01/01/2004 06:29:17,""EST"",""CAPITL"",61757,910"
"01/01/2004 06:29:17,""EST"",""CENTRL"",61754,1492"
"01/01/2004 06:29:17,""EST"",""DUNWOD"",61760,517"
"01/01/2004 06:29:17,""EST"",""GENESE"",61753,845"
"01/01/2004 06:29:17,""EST"",""HUD VL"",61758,957"
"01/01/2004 06:29:17,""EST"",""MHK VL"",61756,569"
"01/01/2004 06:29:17,""EST"",""MILLWD"",61759,193"
"01/01/2004 06:29:17,""EST"",""N.Y.C._LONGIL"",,6061"
"01/01/2004 06:29:17,""EST"",""NORTH"",61755,627"
"01/01/2004 06:29:17,""EST"",""WEST"",61752,1461"
"01/01/2004 06:30:47,""EST"",""CAPITL"",61757,905"
"01/01/2004 06:30:47,""EST"",""CENTRL"",61754,1504"
"01/01/2004 06:30:47,""EST"",""DUNWOD"",61760,516"
"01/01/2004 06:30:47,""EST"",""GENESE"",61753,849"
"01/01/2004 06:30:47,""EST"",""HUD VL"",61758,950"
"01/01/2004 06:30:47,""EST"",""MHK VL"",61756,572"
"01/01/2004 06:30:47,""EST"",""MILLWD"",61759,196"
"01/01/2004 06:30:47,""EST"",""N.Y.C._LONGIL"",,6075"
"01/01/2004 06:30:47,""EST"",""NORTH"",61755,630"
"01/01/2004 06:30:47,""EST"",""WEST"",61752,1430"
"01/01/2004 06:32:47,""EST"",""CAPITL"",61757,901"
"01/01/2004 06:32:47,""EST"",""CENTRL"",61754,1515"
"01/01/2004 06:32:47,""EST"",""DUNWOD"",61760,522"
"01/01/2004 06:32:47,""EST"",""GENESE"",61753,843"
"01/01/2004 06:32:47,""EST"",""HUD VL"",61758,946"
"01/01/2004 06:32:47,""EST"",""MHK VL"",61756,562"
"01/01/2004 06:32:47,""EST"",""MILLWD"",61759,193"
"01/01/2004 06:32:47,""EST"",""N.Y.C._LONGIL"",,6075"
"01/01/2004 06:32:47,""EST"",""NORTH"",61755,639"
"01/01/2004 06:32:47,""EST"",""WEST"",61752,1449"
"01/01/2004 06:35:17,""EST"",""CAPITL"",61757,912"
"01/01/2004 06:35:17,""EST"",""CENTRL"",61754,1512"
"01/01/2004 06:35:17,""EST"",""DUNWOD"",61760,515"
"01/01/2004 06:35:17,""EST"",""GENESE"",61753,849"
"01/01/2004 06:35:17,""EST"",""HUD VL"",61758,943"
"01/01/2004 06:35:17,""EST"",""MHK VL"",61756,564"
"01/01/2004 06:35:17,""EST"",""MILLWD"",61759,201"
"01/01/2004 06:35:17,""EST"",""N.Y.C._LONGIL"",,6084"
"01/01/2004 06:35:17,""EST"",""NORTH"",61755,624"
"01/01/2004 06:35:17,""EST"",""WEST"",61752,1406"
"01/01/2004 06:38:17,""EST"",""CAPITL"",61757,914"
"01/01/2004 06:38:17,""EST"",""CENTRL"",61754,1504"
"01/01/2004 06:38:17,""EST"",""DUNWOD"",61760,524"
"01/01/2004 06:38:17,""EST"",""GENESE"",61753,852"
"01/01/2004 06:38:17,""EST"",""HUD VL"",61758,941"
"01/01/2004 06:38:17,""EST"",""MHK VL"",61756,574"
"01/01/2004 06:38:17,""EST"",""MILLWD"",61759,194"
"01/01/2004 06:38:17,""EST"",""N.Y.C._LONGIL"",,6076"
"01/01/2004 06:38:17,""EST"",""NORTH"",61755,633"
"01/01/2004 06:38:17,""EST"",""WEST"",61752,1438"
"01/01/2004 06:43:17,""EST"",""CAPITL"",61757,898"
"01/01/2004 06:43:17,""EST"",""CENTRL"",61754,1511"
"01/01/2004 06:43:17,""EST"",""DUNWOD"",61760,517"
"01/01/2004 06:43:17,""EST"",""GENESE"",61753,858"
"01/01/2004 06:43:17,""EST"",""HUD VL"",61758,942"
"01/01/2004 06:43:17,""EST"",""MHK VL"",61756,572"
"01/01/2004 06:43:17,""EST"",""MILLWD"",61759,200"
"01/01/2004 06:43:17,""EST"",""N.Y.C._LONGIL"",,6102"
"01/01/2004 06:43:17,""EST"",""NORTH"",61755,635"
"01/01/2004 06:43:17,""EST"",""WEST"",61752,1423"
"01/01/2004 06:44:47,""EST"",""CAPITL"",61757,917"
"01/01/2004 06:44:47,""EST"",""CENTRL"",61754,1506"
"01/01/2004 06:44:47,""EST"",""DUNWOD"",61760,523"
"01/01/2004 06:44:47,""EST"",""GENESE"",61753,849"
"01/01/2004 06:44:47,""EST"",""HUD VL"",61758,944"
"01/01/2004 06:44:47,""EST"",""MHK VL"",61756,574"
"01/01/2004 06:44:47,""EST"",""MILLWD"",61759,197"
"01/01/2004 06:44:47,""EST"",""N.Y.C._LONGIL"",,6082"
"01/01/2004 06:44:47,""EST"",""NORTH"",61755,633"
"01/01/2004 06:44:47,""EST"",""WEST"",61752,1418"
"01/01/2004 06:49:47,""EST"",""CAPITL"",61757,917"
"01/01/2004 06:49:47,""EST"",""CENTRL"",61754,1511"
"01/01/2004 06:49:47,""EST"",""DUNWOD"",61760,530"
"01/01/2004 06:49:47,""EST"",""GENESE"",61753,854"
"01/01/2004 06:49:47,""EST"",""HUD VL"",61758,946"
"01/01/2004 06:49:47,""EST"",""MHK VL"",61756,575"
"01/01/2004 06:49:47,""EST"",""MILLWD"",61759,193"
"01/01/2004 06:49:47,""EST"",""N.Y.C._LONGIL"",,6091"
"01/01/2004 06:49:47,""EST"",""NORTH"",61755,635"
"01/01/2004 06:49:47,""EST"",""WEST"",61752,1451"
"01/01/2004 06:54:47,""EST"",""CAPITL"",61757,916"
"01/01/2004 06:54:47,""EST"",""CENTRL"",61754,1522"
"01/01/2004 06:54:47,""EST"",""DUNWOD"",61760,525"
"01/01/2004 06:54:47,""EST"",""GENESE"",61753,852"
"01/01/2004 06:54:47,""EST"",""HUD VL"",61758,948"
"01/01/2004 06:54:47,""EST"",""MHK VL"",61756,583"
"01/01/2004 06:54:47,""EST"",""MILLWD"",61759,201"
"01/01/2004 06:54:47,""EST"",""N.Y.C._LONGIL"",,6105"
"01/01/2004 06:54:47,""EST"",""NORTH"",61755,635"
"01/01/2004 06:54:47,""EST"",""WEST"",61752,1420"
"01/01/2004 06:56:17,""EST"",""CAPITL"",61757,923"
"01/01/2004 06:56:17,""EST"",""CENTRL"",61754,1519"
"01/01/2004 06:56:17,""EST"",""DUNWOD"",61760,528"
"01/01/2004 06:56:17,""EST"",""GENESE"",61753,868"
"01/01/2004 06:56:17,""EST"",""HUD VL"",61758,949"
"01/01/2004 06:56:17,""EST"",""MHK VL"",61756,584"
"01/01/2004 06:56:17,""EST"",""MILLWD"",61759,197"
"01/01/2004 06:56:17,""EST"",""N.Y.C._LONGIL"",,6099"
"01/01/2004 06:56:17,""EST"",""NORTH"",61755,631"
"01/01/2004 06:56:17,""EST"",""WEST"",61752,1436"
"01/01/2004 07:00:00,""EST"",""CAPITL"",61757,924"
"01/01/2004 07:00:00,""EST"",""CENTRL"",61754,1525"
"01/01/2004 07:00:00,""EST"",""DUNWOD"",61760,526"
"01/01/2004 07:00:00,""EST"",""GENESE"",61753,861"
"01/01/2004 07:00:00,""EST"",""HUD VL"",61758,940"
"01/01/2004 07:00:00,""EST"",""MHK VL"",61756,580"
"01/01/2004 07:00:00,""EST"",""MILLWD"",61759,199"
"01/01/2004 07:00:00,""EST"",""N.Y.C._LONGIL"",,6088"
"01/01/2004 07:00:00,""EST"",""NORTH"",61755,640"
"01/01/2004 07:00:00,""EST"",""WEST"",61752,1433"
"01/01/2004 07:01:17,""EST"",""CAPITL"",61757,960"
"01/01/2004 07:01:17,""EST"",""CENTRL"",61754,1522"
"01/01/2004 07:01:17,""EST"",""DUNWOD"",61760,524"
"01/01/2004 07:01:17,""EST"",""GENESE"",61753,864"
"01/01/2004 07:01:17,""EST"",""HUD VL"",61758,948"
"01/01/2004 07:01:17,""EST"",""MHK VL"",61756,581"
"01/01/2004 07:01:17,""EST"",""MILLWD"",61759,200"
"01/01/2004 07:01:17,""EST"",""N.Y.C._LONGIL"",,6088"
"01/01/2004 07:01:17,""EST"",""NORTH"",61755,630"
"01/01/2004 07:01:17,""EST"",""WEST"",61752,1433"
"01/01/2004 07:05:47,""EST"",""CAPITL"",61757,932"
"01/01/2004 07:05:47,""EST"",""CENTRL"",61754,1518"
"01/01/2004 07:05:47,""EST"",""DUNWOD"",61760,519"
"01/01/2004 07:05:47,""EST"",""GENESE"",61753,862"
"01/01/2004 07:05:47,""EST"",""HUD VL"",61758,960"
"01/01/2004 07:05:47,""EST"",""MHK VL"",61756,582"
"01/01/2004 07:05:47,""EST"",""MILLWD"",61759,198"
"01/01/2004 07:05:47,""EST"",""N.Y.C._LONGIL"",,6062"
"01/01/2004 07:05:47,""EST"",""NORTH"",61755,644"
"01/01/2004 07:05:47,""EST"",""WEST"",61752,1485"
"01/01/2004 07:10:47,""EST"",""CAPITL"",61757,947"
"01/01/2004 07:10:47,""EST"",""CENTRL"",61754,1516"
"01/01/2004 07:10:47,""EST"",""DUNWOD"",61760,525"
"01/01/2004 07:10:47,""EST"",""GENESE"",61753,865"
"01/01/2004 07:10:47,""EST"",""HUD VL"",61758,956"
"01/01/2004 07:10:47,""EST"",""MHK VL"",61756,593"
"01/01/2004 07:10:47,""EST"",""MILLWD"",61759,202"
"01/01/2004 07:10:47,""EST"",""N.Y.C._LONGIL"",,6044"
"01/01/2004 07:10:47,""EST"",""NORTH"",61755,631"
"01/01/2004 07:10:47,""EST"",""WEST"",61752,1455"
"01/01/2004 07:15:47,""EST"",""CAPITL"",61757,903"
"01/01/2004 07:15:47,""EST"",""CENTRL"",61754,1536"
"01/01/2004 07:15:47,""EST"",""DUNWOD"",61760,509"
"01/01/2004 07:15:47,""EST"",""GENESE"",61753,867"
"01/01/2004 07:15:47,""EST"",""HUD VL"",61758,966"
"01/01/2004 07:15:47,""EST"",""MHK VL"",61756,590"
"01/01/2004 07:15:47,""EST"",""MILLWD"",61759,196"
"01/01/2004 07:15:47,""EST"",""N.Y.C._LONGIL"",,6082"
"01/01/2004 07:15:47,""EST"",""NORTH"",61755,636"
"01/01/2004 07:15:47,""EST"",""WEST"",61752,1470"
"01/01/2004 07:17:17,""EST"",""CAPITL"",61757,944"
"01/01/2004 07:17:17,""EST"",""CENTRL"",61754,1529"
"01/01/2004 07:17:17,""EST"",""DUNWOD"",61760,518"
"01/01/2004 07:17:17,""EST"",""GENESE"",61753,863"
"01/01/2004 07:17:17,""EST"",""HUD VL"",61758,952"
"01/01/2004 07:17:17,""EST"",""MHK VL"",61756,585"
"01/01/2004 07:17:17,""EST"",""MILLWD"",61759,199"
"01/01/2004 07:17:17,""EST"",""N.Y.C._LONGIL"",,6053"
"01/01/2004 07:17:17,""EST"",""NORTH"",61755,637"
"01/01/2004 07:17:17,""EST"",""WEST"",61752,1474"
"01/01/2004 07:22:17,""EST"",""CAPITL"",61757,950"
"01/01/2004 07:22:17,""EST"",""CENTRL"",61754,1530"
"01/01/2004 07:22:17,""EST"",""DUNWOD"",61760,513"
"01/01/2004 07:22:17,""EST"",""GENESE"",61753,868"
"01/01/2004 07:22:17,""EST"",""HUD VL"",61758,950"
"01/01/2004 07:22:17,""EST"",""MHK VL"",61756,585"
"01/01/2004 07:22:17,""EST"",""MILLWD"",61759,195"
"01/01/2004 07:22:17,""EST"",""N.Y.C._LONGIL"",,6036"
"01/01/2004 07:22:17,""EST"",""NORTH"",61755,641"
"01/01/2004 07:22:17,""EST"",""WEST"",61752,1456"
"01/01/2004 07:23:47,""EST"",""CAPITL"",61757,944"
"01/01/2004 07:23:47,""EST"",""CENTRL"",61754,1525"
"01/01/2004 07:23:47,""EST"",""DUNWOD"",61760,517"
"01/01/2004 07:23:47,""EST"",""GENESE"",61753,873"
"01/01/2004 07:23:47,""EST"",""HUD VL"",61758,947"
"01/01/2004 07:23:47,""EST"",""MHK VL"",61756,592"
"01/01/2004 07:23:47,""EST"",""MILLWD"",61759,197"
"01/01/2004 07:23:47,""EST"",""N.Y.C._LONGIL"",,6052"
"01/01/2004 07:23:47,""EST"",""NORTH"",61755,642"
"01/01/2004 07:23:47,""EST"",""WEST"",61752,1488"
"01/01/2004 07:28:47,""EST"",""CAPITL"",61757,946"
"01/01/2004 07:28:47,""EST"",""CENTRL"",61754,1522"
"01/01/2004 07:28:47,""EST"",""DUNWOD"",61760,509"
"01/01/2004 07:28:47,""EST"",""GENESE"",61753,872"
"01/01/2004 07:28:47,""EST"",""HUD VL"",61758,942"
"01/01/2004 07:28:47,""EST"",""MHK VL"",61756,583"
"01/01/2004 07:28:47,""EST"",""MILLWD"",61759,202"
"01/01/2004 07:28:47,""EST"",""N.Y.C._LONGIL"",,6062"
"01/01/2004 07:28:47,""EST"",""NORTH"",61755,636"
"01/01/2004 07:28:47,""EST"",""WEST"",61752,1473"
"01/01/2004 07:31:17,""EST"",""CAPITL"",61757,953"
"01/01/2004 07:31:17,""EST"",""CENTRL"",61754,1517"
"01/01/2004 07:31:17,""EST"",""DUNWOD"",61760,524"
"01/01/2004 07:31:17,""EST"",""GENESE"",61753,877"
"01/01/2004 07:31:17,""EST"",""HUD VL"",61758,949"
"01/01/2004 07:31:17,""EST"",""MHK VL"",61756,594"
"01/01/2004 07:31:17,""EST"",""MILLWD"",61759,198"
"01/01/2004 07:31:17,""EST"",""N.Y.C._LONGIL"",,6047"
"01/01/2004 07:31:17,""EST"",""NORTH"",61755,635"
"01/01/2004 07:31:17,""EST"",""WEST"",61752,1486"
"01/01/2004 07:36:17,""EST"",""CAPITL"",61757,941"
"01/01/2004 07:36:17,""EST"",""CENTRL"",61754,1522"
"01/01/2004 07:36:17,""EST"",""DUNWOD"",61760,521"
"01/01/2004 07:36:17,""EST"",""GENESE"",61753,883"
"01/01/2004 07:36:17,""EST"",""HUD VL"",61758,941"
"01/01/2004 07:36:17,""EST"",""MHK VL"",61756,584"
"01/01/2004 07:36:17,""EST"",""MILLWD"",61759,192"
"01/01/2004 07:36:17,""EST"",""N.Y.C._LONGIL"",,6059"
"01/01/2004 07:36:17,""EST"",""NORTH"",61755,646"
"01/01/2004 07:36:17,""EST"",""WEST"",61752,1465"
"01/01/2004 07:37:47,""EST"",""CAPITL"",61757,966"
"01/01/2004 07:37:47,""EST"",""CENTRL"",61754,1524"
"01/01/2004 07:37:47,""EST"",""DUNWOD"",61760,506"
"01/01/2004 07:37:47,""EST"",""GENESE"",61753,877"
"01/01/2004 07:37:47,""EST"",""HUD VL"",61758,943"
"01/01/2004 07:37:47,""EST"",""MHK VL"",61756,589"
"01/01/2004 07:37:47,""EST"",""MILLWD"",61759,209"
"01/01/2004 07:37:47,""EST"",""N.Y.C._LONGIL"",,6077"
"01/01/2004 07:37:47,""EST"",""NORTH"",61755,634"
"01/01/2004 07:37:47,""EST"",""WEST"",61752,1422"
"01/01/2004 07:42:47,""EST"",""CAPITL"",61757,940"
"01/01/2004 07:42:47,""EST"",""CENTRL"",61754,1528"
"01/01/2004 07:42:47,""EST"",""DUNWOD"",61760,512"
"01/01/2004 07:42:47,""EST"",""GENESE"",61753,871"
"01/01/2004 07:42:47,""EST"",""HUD VL"",61758,960"
"01/01/2004 07:42:47,""EST"",""MHK VL"",61756,584"
"01/01/2004 07:42:47,""EST"",""MILLWD"",61759,203"
"01/01/2004 07:42:47,""EST"",""N.Y.C._LONGIL"",,6076"
"01/01/2004 07:42:47,""EST"",""NORTH"",61755,648"
"01/01/2004 07:42:47,""EST"",""WEST"",61752,1473"
"01/01/2004 07:47:47,""EST"",""CAPITL"",61757,963"
"01/01/2004 07:47:47,""EST"",""CENTRL"",61754,1520"
"01/01/2004 07:47:47,""EST"",""DUNWOD"",61760,513"
"01/01/2004 07:47:47,""EST"",""GENESE"",61753,876"
"01/01/2004 07:47:47,""EST"",""HUD VL"",61758,954"
"01/01/2004 07:47:47,""EST"",""MHK VL"",61756,593"
"01/01/2004 07:47:47,""EST"",""MILLWD"",61759,198"
"01/01/2004 07:47:47,""EST"",""N.Y.C._LONGIL"",,6098"
"01/01/2004 07:47:47,""EST"",""NORTH"",61755,640"
"01/01/2004 07:47:47,""EST"",""WEST"",61752,1458"
"01/01/2004 07:52:47,""EST"",""CAPITL"",61757,962"
"01/01/2004 07:52:47,""EST"",""CENTRL"",61754,1522"
"01/01/2004 07:52:47,""EST"",""DUNWOD"",61760,519"
"01/01/2004 07:52:47,""EST"",""GENESE"",61753,871"
"01/01/2004 07:52:47,""EST"",""HUD VL"",61758,949"
"01/01/2004 07:52:47,""EST"",""MHK VL"",61756,599"
"01/01/2004 07:52:47,""EST"",""MILLWD"",61759,199"
"01/01/2004 07:52:47,""EST"",""N.Y.C._LONGIL"",,6105"
"01/01/2004 07:52:47,""EST"",""NORTH"",61755,643"
"01/01/2004 07:52:47,""EST"",""WEST"",61752,1414"
"01/01/2004 07:55:17,""EST"",""CAPITL"",61757,971"
"01/01/2004 07:55:17,""EST"",""CENTRL"",61754,1526"
"01/01/2004 07:55:17,""EST"",""DUNWOD"",61760,519"
"01/01/2004 07:55:17,""EST"",""GENESE"",61753,877"
"01/01/2004 07:55:17,""EST"",""HUD VL"",61758,958"
"01/01/2004 07:55:17,""EST"",""MHK VL"",61756,606"
"01/01/2004 07:55:17,""EST"",""MILLWD"",61759,201"
"01/01/2004 07:55:17,""EST"",""N.Y.C._LONGIL"",,6135"
"01/01/2004 07:55:17,""EST"",""NORTH"",61755,646"
"01/01/2004 07:55:17,""EST"",""WEST"",61752,1472"
"01/01/2004 08:00:00,""EST"",""CAPITL"",61757,960"
"01/01/2004 08:00:00,""EST"",""CENTRL"",61754,1529"
"01/01/2004 08:00:00,""EST"",""DUNWOD"",61760,518"
"01/01/2004 08:00:00,""EST"",""GENESE"",61753,878"
"01/01/2004 08:00:00,""EST"",""HUD VL"",61758,962"
"01/01/2004 08:00:00,""EST"",""MHK VL"",61756,602"
"01/01/2004 08:00:00,""EST"",""MILLWD"",61759,207"
"01/01/2004 08:00:00,""EST"",""N.Y.C._LONGIL"",,6127"
"01/01/2004 08:00:00,""EST"",""NORTH"",61755,668"
"01/01/2004 08:00:00,""EST"",""WEST"",61752,1467"
"01/01/2004 08:00:47,""EST"",""CAPITL"",61757,991"
"01/01/2004 08:00:47,""EST"",""CENTRL"",61754,1548"
"01/01/2004 08:00:47,""EST"",""DUNWOD"",61760,520"
"01/01/2004 08:00:47,""EST"",""GENESE"",61753,869"
"01/01/2004 08:00:47,""EST"",""HUD VL"",61758,980"
"01/01/2004 08:00:47,""EST"",""MHK VL"",61756,592"
"01/01/2004 08:00:47,""EST"",""MILLWD"",61759,205"
"01/01/2004 08:00:47,""EST"",""N.Y.C._LONGIL"",,6142"
"01/01/2004 08:00:47,""EST"",""NORTH"",61755,638"
"01/01/2004 08:00:47,""EST"",""WEST"",61752,1453"
"01/01/2004 08:05:17,""EST"",""CAPITL"",61757,995"
"01/01/2004 08:05:17,""EST"",""CENTRL"",61754,1547"
"01/01/2004 08:05:17,""EST"",""DUNWOD"",61760,531"
"01/01/2004 08:05:17,""EST"",""GENESE"",61753,869"
"01/01/2004 08:05:17,""EST"",""HUD VL"",61758,969"
"01/01/2004 08:05:17,""EST"",""MHK VL"",61756,617"
"01/01/2004 08:05:17,""EST"",""MILLWD"",61759,200"
"01/01/2004 08:05:17,""EST"",""N.Y.C._LONGIL"",,6156"
"01/01/2004 08:05:17,""EST"",""NORTH"",61755,653"
"01/01/2004 08:05:17,""EST"",""WEST"",61752,1474"
"01/01/2004 08:10:17,""EST"",""CAPITL"",61757,991"
"01/01/2004 08:10:17,""EST"",""CENTRL"",61754,1547"
"01/01/2004 08:10:17,""EST"",""DUNWOD"",61760,527"
"01/01/2004 08:10:17,""EST"",""GENESE"",61753,871"
"01/01/2004 08:10:17,""EST"",""HUD VL"",61758,968"
"01/01/2004 08:10:17,""EST"",""MHK VL"",61756,610"
"01/01/2004 08:10:17,""EST"",""MILLWD"",61759,205"
"01/01/2004 08:10:17,""EST"",""N.Y.C._LONGIL"",,6192"
"01/01/2004 08:10:17,""EST"",""NORTH"",61755,651"
"01/01/2004 08:10:17,""EST"",""WEST"",61752,1462"
"01/01/2004 08:11:47,""EST"",""CAPITL"",61757,977"
"01/01/2004 08:11:47,""EST"",""CENTRL"",61754,1544"
"01/01/2004 08:11:47,""EST"",""DUNWOD"",61760,533"
"01/01/2004 08:11:47,""EST"",""GENESE"",61753,870"
"01/01/2004 08:11:47,""EST"",""HUD VL"",61758,958"
"01/01/2004 08:11:47,""EST"",""MHK VL"",61756,620"
"01/01/2004 08:11:47,""EST"",""MILLWD"",61759,203"
"01/01/2004 08:11:47,""EST"",""N.Y.C._LONGIL"",,6182"
"01/01/2004 08:11:47,""EST"",""NORTH"",61755,651"
"01/01/2004 08:11:47,""EST"",""WEST"",61752,1476"
"01/01/2004 08:16:47,""EST"",""CAPITL"",61757,984"
"01/01/2004 08:16:47,""EST"",""CENTRL"",61754,1569"
"01/01/2004 08:16:47,""EST"",""DUNWOD"",61760,530"
"01/01/2004 08:16:47,""EST"",""GENESE"",61753,871"
"01/01/2004 08:16:47,""EST"",""HUD VL"",61758,980"
"01/01/2004 08:16:47,""EST"",""MHK VL"",61756,612"
"01/01/2004 08:16:47,""EST"",""MILLWD"",61759,202"
"01/01/2004 08:16:47,""EST"",""N.Y.C._LONGIL"",,6190"
"01/01/2004 08:16:47,""EST"",""NORTH"",61755,651"
"01/01/2004 08:16:47,""EST"",""WEST"",61752,1471"
"01/01/2004 08:18:17,""EST"",""CAPITL"",61757,1001"
"01/01/2004 08:18:17,""EST"",""CENTRL"",61754,1566"
"01/01/2004 08:18:17,""EST"",""DUNWOD"",61760,530"
"01/01/2004 08:18:17,""EST"",""GENESE"",61753,875"
"01/01/2004 08:18:17,""EST"",""HUD VL"",61758,979"
"01/01/2004 08:18:17,""EST"",""MHK VL"",61756,623"
"01/01/2004 08:18:17,""EST"",""MILLWD"",61759,207"
"01/01/2004 08:18:17,""EST"",""N.Y.C._LONGIL"",,6220"
"01/01/2004 08:18:17,""EST"",""NORTH"",61755,647"
"01/01/2004 08:18:17,""EST"",""WEST"",61752,1461"
"01/01/2004 08:23:17,""EST"",""CAPITL"",61757,982"
"01/01/2004 08:23:17,""EST"",""CENTRL"",61754,1554"
"01/01/2004 08:23:17,""EST"",""DUNWOD"",61760,534"
"01/01/2004 08:23:17,""EST"",""GENESE"",61753,877"
"01/01/2004 08:23:17,""EST"",""HUD VL"",61758,969"
"01/01/2004 08:23:17,""EST"",""MHK VL"",61756,627"
"01/01/2004 08:23:17,""EST"",""MILLWD"",61759,208"
"01/01/2004 08:23:17,""EST"",""N.Y.C._LONGIL"",,6223"
"01/01/2004 08:23:17,""EST"",""NORTH"",61755,653"
"01/01/2004 08:23:17,""EST"",""WEST"",61752,1474"
"01/01/2004 08:24:47,""EST"",""CAPITL"",61757,1000"
"01/01/2004 08:24:47,""EST"",""CENTRL"",61754,1556"
"01/01/2004 08:24:47,""EST"",""DUNWOD"",61760,534"
"01/01/2004 08:24:47,""EST"",""GENESE"",61753,883"
"01/01/2004 08:24:47,""EST"",""HUD VL"",61758,985"
"01/01/2004 08:24:47,""EST"",""MHK VL"",61756,620"
"01/01/2004 08:24:47,""EST"",""MILLWD"",61759,202"
"01/01/2004 08:24:47,""EST"",""N.Y.C._LONGIL"",,6222"
"01/01/2004 08:24:47,""EST"",""NORTH"",61755,654"
"01/01/2004 08:24:47,""EST"",""WEST"",61752,1467"
"01/01/2004 08:29:47,""EST"",""CAPITL"",61757,997"
"01/01/2004 08:29:47,""EST"",""CENTRL"",61754,1570"
"01/01/2004 08:29:47,""EST"",""DUNWOD"",61760,531"
"01/01/2004 08:29:47,""EST"",""GENESE"",61753,882"
"01/01/2004 08:29:47,""EST"",""HUD VL"",61758,996"
"01/01/2004 08:29:47,""EST"",""MHK VL"",61756,628"
"01/01/2004 08:29:47,""EST"",""MILLWD"",61759,204"
"01/01/2004 08:29:47,""EST"",""N.Y.C._LONGIL"",,6221"
"01/01/2004 08:29:47,""EST"",""NORTH"",61755,653"
"01/01/2004 08:29:47,""EST"",""WEST"",61752,1468"
"01/01/2004 08:31:17,""EST"",""CAPITL"",61757,1009"
"01/01/2004 08:31:17,""EST"",""CENTRL"",61754,1582"
"01/01/2004 08:31:17,""EST"",""DUNWOD"",61760,528"
"01/01/2004 08:31:17,""EST"",""GENESE"",61753,888"
"01/01/2004 08:31:17,""EST"",""HUD VL"",61758,1010"
"01/01/2004 08:31:17,""EST"",""MHK VL"",61756,639"
